add_to_sphere_AI_desc;Add country to our §YSphere of Influence§W;Ajouter un pays ?notre §Ysphère d'influence§W;Fügen Sie das Land Ihrer §YEinflusssphäre§W hinzu.;;;;;;;;;;;x
add_to_sphere_AI_setup;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ ?la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;x
add_to_sphere_AI_short;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ ?la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;x
add_to_sphere_desc;Add country to our §YSphere of Influence§W;Ajouter un pays à notre §Ysphère d'influence§W;Fügen Sie das Land Ihrer §YEinflusssphäre§W hinzu.;;;;;;;;;;;x
add_to_sphere_setup;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ à la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;x
add_to_sphere_short;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ à la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;x
annex_africa;Scramble for Africa—Demand State;;;;;;;;;;;;;x
annex_africa_desc;Force an §Yuncivilized country§W to secede territory according to rules set at the Conference of Great Powers. Note: Costs 1 infamy.;;;;;;;;;;;;;x
annex_africa_full;Scramble for Africa—Annex;;;;;;;;;;;;;x
annex_africa_full_desc;Force an §Yuncivilized country§W to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_africa_full_setup;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_africa_full_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
annex_africa_setup;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_africa_short;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_core_country;Restore Order;Rétablir l'ordre;Stellen Sie die Ordnung wieder her;;;;;;;;;;;x
annex_core_country_desc;Annex a foreign §Ycountry§W all provinces of which are your cores.;Annexez un §Ypays§W étranger dont toutes les provinces sont vos territoires clés.;Annektieren Sie alle Provinzen eines ausländischen §YLandes§W, die zu Ihren Kernprovinzen gehören.;;;;;;;;;;;x
annex_core_country_setup;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;x
annex_core_country_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;x
annex_india_AI;Scramble for India—Demand State;;;;;;;;;;;;;x
annex_india_AI_desc;Force an §Yuncivilized country§W to secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_india_AI_setup;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_india_AI_short;Demand $STATE$;;;;;;;;;;;;;x
annex_india_full_AI;Scramble for India—Annex;;;;;;;;;;;;;x
annex_india_full_AI_desc;Force an §Yuncivilized country§W to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_india_full_AI_setup;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;;x
annex_india_full_AI_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
australian_independence;The Australian Constitution;;;;;;;;;;;;;x
australian_independence_desc;The Australian independence movement has finally reached a head, and it’s time that the British Empire finally allowed the island continent of Australia to move forward from its previous prison colony history into a new world of democracy.;;;;;;;;;;;;;x
australian_independence_setup;The Australian independence movement has finally reached a head, and it’s time that the British Empire finally allowed the island continent of Australia to move forward from its previous prison colony history into a new world of democracy.;;;;;;;;;;;;;x
australian_independence_short;Australia federated into six separate states and gained its independence.;;;;;;;;;;;;;x
australian_independence_title;The Australian Constitution;;;;;;;;;;;;;x
balkan_assimilation_program;The Balkan Assimilation Program blank;;;;;;;;;;;;;x
balkan_assimilation_program_desc;The institution of this assimilation program has been discussed by the leaders of our nation before, and now is a perfect time to properly bring people to Turkishness and honour. This will, of course, create unrest throughout our nation and cause the international community to look down upon us.;;;;;;;;;;;;;x
balkan_assimilation_program_setup;The Balkan Assimilation Program setup;;;;;;;;;;;;;x
balkan_assimilation_program_short;The Balkan Assimilation Program short;;;;;;;;;;;;;x
balkan_assimilation_program_title;The Balkan Assimilation Program;;;;;;;;;;;;;x
become_independent;Become Independent;Devenir indépendant;Werdet unabhängig;;;;;;;;;;;x
become_independent_desc;Declare independence from your overlord through force of arms;;Erklärt mit Waffengewalt Eure Unabhängigkeit von Eurem Herrscher;;;;;;;;;;;x
become_independent_setup;$ACTOR$ is released from $RECIPIENT$ and becomes independent.;$ACTOR$ est libéré de $RECIPIENT$ et devient indépendant.;$ACTOR$ wird von $RECIPIENT$ befreit und wird unabhängig.;;;;;;;;;;;x
become_independent_short;$ACTOR$ is released from $RECIPIENT$;$ACTOR$ est libéré de $RECIPIENT$;$ACTOR$ wird von $RECIPIENT$ befreit;;;;;;;;;;;x
call_allies_cb;Call Allies;;;;;;;;;;;;;x
call_allies_cb_desc;Call Allies into war;;;;;;;;;;;;;x
call_allies_cb_setup;Call Allies;;;;;;;;;;;;;x
call_allies_cb_short;Call Allies;;;;;;;;;;;;;x
canadian_confederation;The Canadian Confederation;;;;;;;;;;;;;x
canadian_confederation_desc;The arrayed provinces of the Dominion of Canada have been asking for independence. The movement, headed by Sir John A. Macdonald, may end up providing the British Empire with a steadfast and decentralized ally in North America.;;;;;;;;;;;;;x
canadian_confederation_setup;The arrayed provinces of the Dominion of Canada have been asking for independence. The movement, headed by Sir John A. Macdonald, may end up providing the British Empire with a steadfast and decentralized ally in North America.;;;;;;;;;;;;;x
canadian_confederation_short;Canada will be confederated!;;;;;;;;;;;;;x
canadian_confederation_title;The Canadian Confederation;;;;;;;;;;;;;x
CB_ALLOWED_ADD_TO_SPHERE;Add to Sphere;Ajouter à la sphère;Zu Sphäre hinzufügen;;;;;;;;;;;x
CB_ALLOWED_ANNEX;Allow Annexation;Autoriser l'annexion;Annektierung erlauben;;;;;;;;;;;x
CB_ALLOWED_CONCESSION;Concede Defeat;Concéder la défaite;Niederlage eingestehen;;;;;;;;;;;x
CB_ALLOWED_DISARMAMENT;Forced Disarmament;Désarmement forcé;Erzwungene Abrüstung;;;;;;;;;;;x
CB_ALLOWED_GUNBOAT;Force Debt Repayment;Forcer le remboursement de la dette;Schuldentilgung erzwingen;;;;;;;;;;;x
CB_ALLOWED_INSTALL_COMMUNIST_GOV_TYPE;Install communist government;Installer un gouvernement communiste;Kommunistische Regierung einsetzen;;;;;;;;;;;x
CB_ALLOWED_PRESTIGE;Reduction of Prestige;Diminution du prestige;Prestige-Reduzierung;;;;;;;;;;;x
CB_ALLOWED_RELEASE_PUPPET;Release of Puppet;Libération d'un État fantoche;Entlassung von Marionettenstaat;;;;;;;;;;;x
CB_ALLOWED_REPARATIONS;War Reparations;Réparations de guerre;Kriegsreparationen;;;;;;;;;;;x
CB_ALLOWED_STATES;Secession of Territory;Sécession de territoire;Gebietsabspaltung;;;;;;;;;;;x
CB_ALLOWED_STATUS_QUO;Return to Status Quo;Retour au statu quo;Rückkehr zum Status Quo;;;;;;;;;;;x
CB_ALLOWED_TRANSFER_PROVINCES;Transfer of provinces;Transfert des provinces;Übertragung von Provinzen;;;;;;;;;;;x
CB_ALLOWED_UNINSTALL_COMMUNIST_GOV_TYPE;Uninstall communist government;Révoquer le gouvernement communiste;Kommunistische Regierung absetzen;;;;;;;;;;;x
CB_ASSERT_HEGEMONY;Assert Hegemony\n;Asseoir son hégémonie\n;Vorherrschaft behaupten\n;;;;;;;;;;;x
CB_COLONY_CLAIMS;Enforce colonial claim;;Koloniale Ansprüche druchsetzen;;;;;;;;;;;x
CB_DESC_HEAD;This Casus Belli allows us to demand:;Ce Casus Belli nous permet de demander :;Dieser Kriegsgrund erlaubt uns folgende Forderungen:;;;;;;;;;;;x
CB_DESTROY_FORTS;Destroy fortifications;;Zerstört Festungen;;;;;;;;;;;x
CB_DESTROY_NAVAL_BASES;Destroy naval bases;;Zerstört Marinestützpunkte;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_1;War Justification;Casus Belli;Kriegsrechtfertigung;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_2;Our attempt to justify war using;Notre tentative de justifier la guerre par le;Unser Versuch, den Krieg zu rechtfertigen mittels;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_3;§Y$CASUS$§! Casus Belli;Casus Belli §Y$CASUS$§!;§Y$CASUS$§! Casus Belli;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_4;against;contre;gegen;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_5;$TARGET$;$TARGET$;$TARGET$;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_6;is no longer valid!;n'est plus valide!;ist nicht länger gültig!;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_BTN1;OK;D'accord;OK;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_BTN2;OK;D'accord;OK;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_BTN3;Go to;Voir;Gehe zu;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_HEADER;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_LOG;Our war justification process against $TARGET$ is no longer valid.;La justification de notre guerre contre $TARGET$ n'est plus valide.;Unser Prozess der Kriegsrechtfertigung gegenüber $TARGET$ ist nicht länger gültig.;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_MAP;*;*;*;;;;;;;;;;;x
CB_JUSTIFY_NO_LONGER_VALID_SETUP;When our war justification process is no longer valid.;Quand notre justification de guerre n'est plus valide.;Sobald unser Prozess der Kriegsrechtfertigung nicht länger gültig ist.;;;;;;;;;;;x
cb_sykes_picot;The Asia Minor Agreement;;;;;;;;;;;;;x
cb_sykes_picot_desc;This is where the description should go, if we had one.;;;;;;;;;;;;;x
cb_sykes_picot_setup;Seize the Arab Provinces;;;;;;;;;;;;;x
cb_sykes_picot_short;Seize the Arab Provinces;;;;;;;;;;;;;x
china_acquire_state;Chinese Reunification;Prendre État;$STATE$ erwerben;;;;;;;;;;;x
china_acquire_state_2;Chinese Reunification;Prendre État;$STATE$ erwerben;;;;;;;;;;;x
china_acquire_state_2_desc;Acquire a Chinese §Ystate§W;Prendre un §YÉtat§W ennemi;Erobern Sie einen feindlichen §YStaat§W.;;;;;;;;;;;x
china_acquire_state_2_setup;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;x
china_acquire_state_2_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;x
china_acquire_state_desc;Acquire a Chinese §Ystate§W;Prendre un §YÉtat§W ennemi;Erobern Sie einen feindlichen §YStaat§W.;;;;;;;;;;;x
china_acquire_state_setup;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;x
china_acquire_state_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;x
china_conquest;Chinese Reunification;Prendre État;$STATE$ erwerben;;;;;;;;;;;x
china_conquest_desc;Annex a Chinese rival;Prendre un §YÉtat§W ennemi;Erobern Sie einen feindlichen §YStaat§W.;;;;;;;;;;;x
china_conquest_setup;Annex $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;x
china_conquest_short;Annex $RECIPIENT$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;x
civil_war;Civil War;Guerre civile;Bürgerkrieg;;;;;;;;;;;x
civil_war_desc;Your nation is in a state of civil war;Votre nation est en guerre civile;Ihre Nation befindet sich in einem Bürgerkrieg.;;;;;;;;;;;x
civil_war_setup;End the war by reuniting our nation under a common banner again.;Mettez fin à la guerre en réunifiant notre nation sous une même bannière.;Beenden Sie den Krieg durch die Wiedervereinigung unserer Nation unter einer gemeinsamen Flagge.;;;;;;;;;;;x
civil_war_short;Unite the nation;Unifier la nation;Einen Sie die Nation!;;;;;;;;;;;x
claim_holy_land;Claim the Levant;Prendre territoire cl?Kernprovinz erwerben;;;;;;;;;;;;x
claim_holy_land_desc;Acquire a state in the §YLevant§W now that it has been abandoned by the §YOttoman Empire§W;Prendre un §YÉtat§W ennemi o?nous avons des §Yprovinces principales§W;Erobern Sie einen feindlichen §YStaat§W, in dem wir §YKernprovinzen§W haben.;;;;;;;;;;;x
claim_holy_land_setup;Acquire $STATE$ from $RECIPIENT$;Prendre État cl?$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;x
claim_holy_land_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;x
colonial_competition;Enforce colonial claim;;Koloniale Ansprüche druchsetzen;;;;;;;;;;;x
colonial_competition_desc;Acquire a §Ycolonial region§!;;Erhalte §YKoloniale Region§!;;;;;;;;;;;x
colonial_competition_setup;Acquire colony $REGION$;;Erhalte die Kolonie $REGION$;;;;;;;;;;;x
colonial_competition_short;Acquire colony $REGION$;;Erhalte die Kolonie $REGION$;;;;;;;;;;;x
colonial_conquest;Colonial Conquest;;;;;;;;;;;;;x
colonial_conquest_desc;Acquire an enemy §Ystate§W where we have §Ycolonial claims§W, but this will give us a random amount of §Rinfamy§W from §R0.5 to 2§W.;;;;;;;;;;;;;x
colonial_conquest_setup;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_short;Acquire $STATE$;;;;;;;;;;;;;x
colonial_reconquest_cb;Colonial Reconquest;;;;;;;;;;;;;x
colonial_reconquest_cb_desc;Force the §Yrebellious colony§W back into the fold;;;;;;;;;;;;;x
colonial_reconquest_cb_setup;Annex $RECIPIENT$, our rebellious colony;;;;;;;;;;;;;x
colonial_reconquest_cb_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest;Conquest;Conquête;Annektieren;;;;;;;;;;;x
conquest_any;Conquest;;;;;;;;;;;;;x
conquest_any_desc;Conquer an §Yenemy country§W;;;;;;;;;;;;;x
conquest_any_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_any_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_desc;Annex a single state §Ycountry§W;Annexer un §Ypays§W à un seul État;Annektieren Sie ein Einzelstaat-§YLand§W;;;;;;;;;;;x
conquest_low;Minor Conquest;;;;;;;;;;;;;x
conquest_low_desc;Annex a §Ycountry§W of small size and population by conquest;;;;;;;;;;;;;x
conquest_low_setup;Annex minor nation of $RECIPIENT$;;;;;;;;;;;;;x
conquest_low_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_setup;Annex $RECIPIENT$;Annexer $RECIPIENT$;$RECIPIENT$ annektieren;;;;;;;;;;;x
conquest_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;$RECIPIENT$ annektieren;;;;;;;;;;;x
crisis_free_peoples;Free people;Libérer la population;Freies Volk;;;;;;;;;;;x
crisis_free_peoples_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ à $RECIPIENT$ pour le rendre à $THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;x
crisis_free_peoples_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;x
cut_down_to_size;Cut down to size;Réduire;Größe reduzieren;;;;;;;;;;;x
cut_down_to_size_boxer;Put down Boxer Rebellion;Mettre fin à la révolte des Boxers;Schlage den Boxeraufstand nieder;;;;;;;;;;;x
cut_down_to_size_boxer_desc;Force another §Ycountry§W to disarm and pay reparations to us;Forcrer un autre §Ypays§W à désarmer et à nous payer des réparations;Zwinge ein anderes §YLand§W, abzurüsten und Reparationen an uns zu zahlen;;;;;;;;;;;x
cut_down_to_size_boxer_setup;Force China to pay for the crimes of the Boxer rebels.;;Zwinge China, für die Verbrechen der Boxer-Rebellen zu büßen.;;;;;;;;;;;x
cut_down_to_size_boxer_short;Force China to pay for the Boxer’s crimes.;;Zwinge China, für die Verbrechen der Boxer zu büßen.;;;;;;;;;;;x
cut_down_to_size_desc;Force another §Ycountry§W to disarm and pay reparations to us;Obliger un autre §Ypays§W à se désarmer et à nous verser des compensations;Zwischen Sie ein anderes §YLand§W zur Abrüstung und zu Reparationszahlungen an uns.;;;;;;;;;;;x
cut_down_to_size_ottoman;The Russo-Turkish War;;;;;;;;;;;;;x
cut_down_to_size_ottoman_desc;This is where the description should go, if we had one.;;;;;;;;;;;;;x
cut_down_to_size_ottoman_setup;Free the Balkans;;;;;;;;;;;;;x
cut_down_to_size_ottoman_short;Free the Balkans;;;;;;;;;;;;;x
cut_down_to_size_setup;Cut $RECIPIENT$ down to size;Réduire $RECIPIENT$;Reduzieren Sie die Größe von $RECIPIENT$;;;;;;;;;;;x
cut_down_to_size_short;Cut $RECIPIENT$ down to size;Réduire $RECIPIENT$;Reduzieren Sie die Größe von $RECIPIENT$;;;;;;;;;;;x
cut_down_to_size_taiping;Restore Order to China;;;;;;;;;;;;;x
cut_down_to_size_taiping_desc;This is where the description should go, if we had one.;;;;;;;;;;;;;x
cut_down_to_size_taiping_setup;Restore Order to China;;;;;;;;;;;;;x
cut_down_to_size_taiping_short;Restore Order to China;;;;;;;;;;;;;x
demand_african_port_casus_belli;Demand African Port;;;;;;;;;;;;;x
demand_african_port_casus_belli_desc;Force an African §Yuncivilized country§W to give us a port province and put them within our control.;;;;;;;;;;;;;x
demand_african_port_casus_belli_setup;Demand $RECIPIENT$ to give us a port province and put them within our control.;;;;;;;;;;;;;x
demand_african_port_casus_belli_short;Demand a port from $RECIPIENT$;;;;;;;;;;;;;x
demand_colonial_concession_casus_belli;Demand African concession;;;;;;;;;;;;;x
demand_colonial_concession_casus_belli_desc;Demand a colonial concession from African nation that could not be attacked early;;;;;;;;;;;;;x
demand_colonial_concession_casus_belli_setup;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez à ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonie abspaltet.;;;;;;;;;;;x
demand_colonial_concession_casus_belli_short;Demand $STATE$;Demande $STATE$;Fordern Sie $STATE$;;;;;;;;;;;x
demand_colony_for_allies;Demand Colony for Ally;;;;;;;;;;;;;x
demand_colony_for_allies_desc;Demand that an enemy nation cedes a colonial region to another §Ycountry§W in the game;;;;;;;;;;;;;x
demand_colony_for_allies_setup;Demand the cession of $STATE$ from $RECIPIENT$ for $THIRD$;;;;;;;;;;;;;x
demand_colony_for_allies_short;$THIRD$ acquires $STATE$;;;;;;;;;;;;;x
demand_concession_BC_casus_belli;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;x
demand_concession_BC_casus_belli_desc;Force an §Yuncivilized country§W to secede territory to form a colonial concession.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;x
demand_concession_BC_casus_belli_setup;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez à ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;x
demand_concession_BC_casus_belli_short;Demand $STATE$;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;x
demand_concession_casus_belli;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;x
demand_concession_casus_belli_desc;Force an §Yuncivilized country§W to secede territory to form a colonial concession.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;x
demand_concession_casus_belli_for_puppet;Demand Concession for a Puppet;Demande de concession;Konzession verlangen;;;;;;;;;;;x
demand_concession_casus_belli_for_puppet_desc;Force an §Yuncivilized country§W to secede territory to your puppet.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;x
demand_concession_casus_belli_for_puppet_setup;Demand that $RECIPIENT$ secede territory to a puppet.;Demandez à ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;x
demand_concession_casus_belli_for_puppet_short;Demand $STATE$ for a puppet.;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;x
demand_concession_casus_belli_player_early;Demand Concession Early;Demande de concession;Konzession verlangen;;;;;;;;;;;x
demand_concession_casus_belli_player_early_desc;Force the §Yuncivilized country§W to secede territory to form a colonial concession for 100% more war score.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;x
demand_concession_casus_belli_player_early_for_puppet;Demand Concession Early for Puppet;Demande de concession;Konzession verlangen;;;;;;;;;;;x
